,domain,grid_id,webview_height,webview_width,displays,clicks,landed_clicks,non_bounced_clicks,closing_events,avg_last_second_framerate,sov_short_ttc,sov_short_ttc_global,sov_short_ttc_score,landing_rate
305,ID_1609,333519,250.0,300.0,13727,7.0,4.0,1.0,21.0,50.18181818181818,,,,57.14
306,ID_1398,333519,250.0,300.0,2236,1.0,1.0,1.0,,59.0,,,,100.0
307,ID_749,333346,250.0,300.0,3638,8.0,8.0,4.0,,61.333333333333336,,,,100.0
308,ID_4234,333346,250.0,300.0,21501,6.0,5.0,2.0,3.0,29.375,,,,83.33
309,ID_1248,333346,250.0,300.0,6653,7.0,4.0,3.0,,56.0,,,,57.14
310,ID_2077,333346,250.0,300.0,2063,1.0,1.0,0.0,,59.0,,,,100.0
311,ID_1096,333346,250.0,300.0,10463,19.0,14.0,5.0,3.0,69.13333333333334,,,,73.68
312,ID_2081,333519,250.0,300.0,12486,3.0,2.0,2.0,,28.4,,,,66.67
313,ID_2694,333519,250.0,300.0,9539,18.0,17.0,6.0,,53.19230769230769,,,,94.44
314,ID_3676,333519,250.0,300.0,70231,151.0,112.0,37.0,37.0,61.70588235294117,,,,74.17
315,ID_2753,333346,250.0,300.0,3939,8.0,6.0,1.0,1.0,62.875,,,,75.0
316,ID_2810,333346,250.0,300.0,9100,7.0,7.0,5.0,7.0,53.57142857142857,,,,100.0
317,ID_4046,333346,250.0,300.0,4846,18.0,14.0,6.0,1.0,59.794117647058826,,,,77.78
318,ID_224,333346,250.0,300.0,5700,1.0,1.0,0.0,,113.0,,,,100.0
319,ID_2610,333346,250.0,300.0,3918,10.0,9.0,2.0,,54.708333333333336,,,,90.0
320,ID_2345,333519,250.0,300.0,22614,31.0,29.0,9.0,,63.0,,,,93.55
321,ID_1899,333519,250.0,300.0,34527,124.0,94.0,39.0,1.0,72.84916201117318,,,,75.81
322,ID_969,333519,250.0,300.0,3485,2.0,2.0,0.0,,59.0,,,,100.0
323,ID_1672,333519,250.0,300.0,5589,6.0,6.0,1.0,1.0,15.875,,,,100.0
324,ID_1381,333519,250.0,300.0,2565,4.0,3.0,1.0,,91.66666666666669,,,,75.0
325,ID_1101,333519,250.0,300.0,2155,4.0,3.0,1.0,1.0,61.25,,,,75.0
326,ID_1345,333519,250.0,300.0,5972,2.0,1.0,0.0,,53.0,,,,50.0
327,ID_144,333519,250.0,300.0,15968,4.0,4.0,2.0,2.0,68.0,,,,100.0
328,ID_503,333519,250.0,300.0,11396,12.0,11.0,7.0,,78.71428571428571,,,,91.67
329,ID_3232,333519,250.0,300.0,15679,3.0,2.0,0.0,3.0,78.66666666666667,,,,66.67
330,ID_389,333519,250.0,300.0,3767,2.0,1.0,0.0,,64.5,,,,50.0
331,ID_1827,333519,250.0,300.0,31463,68.0,51.0,23.0,16.0,29.104166666666668,,,,75.0
332,ID_905,333519,250.0,300.0,2711,3.0,3.0,0.0,2.0,69.0,,,,100.0
333,ID_1536,333519,250.0,300.0,2929,2.0,2.0,0.0,,33.0,,,,100.0
334,ID_883,333346,250.0,300.0,2187,2.0,0.0,0.0,4.0,29.5,,,,0.0
335,ID_4187,333519,250.0,300.0,6549,11.0,9.0,1.0,,70.89473684210526,,,,81.82
336,ID_1620,333519,250.0,300.0,14446,21.0,18.0,6.0,1.0,61.4,,,,85.71
337,ID_3711,333519,250.0,300.0,7066,8.0,6.0,2.0,2.0,49.642857142857146,,,,75.0
338,ID_2258,333519,,,3486,,,,,,,,,
339,ID_1432,333519,,,5254,,,,,,,,,
340,ID_1675,333519,250.0,300.0,64349,85.0,71.0,34.0,13.0,64.14049586776859,,,,83.53
341,ID_1429,333519,250.0,300.0,93900,320.0,290.0,97.0,18.0,62.704081632653065,,,,90.62
342,ID_624,333519,250.0,300.0,2092,2.0,2.0,1.0,,84.5,,,,100.0
343,ID_3604,333519,250.0,300.0,7926,24.0,23.0,7.0,,58.58695652173913,,,,95.83
344,ID_495,333519,250.0,300.0,2186,3.0,2.0,0.0,1.0,55.4,,,,66.67
345,ID_1656,333519,250.0,300.0,9823,1.0,0.0,0.0,2.0,51.0,,,,0.0
346,ID_3299,333519,250.0,300.0,21002,68.0,61.0,26.0,8.0,60.5188679245283,,,,89.71
347,ID_1207,333519,250.0,300.0,16825,40.0,36.0,12.0,8.0,54.0,,,,90.0
348,ID_4229,333519,250.0,300.0,11160,3.0,2.0,0.0,,48.66666666666666,,,,66.67
349,ID_603,333519,250.0,300.0,2792,5.0,4.0,2.0,1.0,51.42857142857143,,,,80.0
350,ID_2359,333519,250.0,300.0,3167,8.0,4.0,1.0,,23.375,,,,50.0
351,ID_3568,333519,250.0,300.0,2722,1.0,0.0,0.0,,59.0,,,,0.0
352,ID_852,333519,250.0,300.0,5631,11.0,7.0,2.0,4.0,59.68292682926829,,,,63.64
353,ID_3049,333519,250.0,300.0,138328,73.0,62.0,21.0,3.0,65.94017094017094,,,,84.93
354,ID_3147,333346,250.0,300.0,2013,2.0,2.0,2.0,,2.0,,,,100.0
355,ID_1250,333346,250.0,300.0,174252,78.0,61.0,18.0,3.0,67.02702702702703,,,,78.21
356,ID_2665,333346,250.0,300.0,6467,24.0,19.0,12.0,9.0,64.89655172413794,,,,79.17
357,ID_4326,333346,250.0,300.0,81934,66.0,55.0,24.0,8.0,48.285714285714285,,,,83.33
358,ID_2139,333519,250.0,300.0,6744,10.0,9.0,2.0,,66.6,,,,90.0
359,ID_4179,333519,250.0,300.0,2374,3.0,1.0,0.0,1.0,44.333333333333336,,,,33.33
360,ID_221,333519,250.0,300.0,4728,5.0,4.0,1.0,,82.4,,,,80.0
361,ID_1184,333519,250.0,300.0,4354,8.0,5.0,2.0,,52.625,,,,62.5
362,ID_4201,333519,250.0,300.0,3986,10.0,9.0,3.0,10.0,59.1,,,,90.0
363,ID_231,333519,250.0,300.0,2809,5.0,3.0,0.0,6.0,61.2,,,,60.0
364,ID_747,333519,250.0,300.0,12195,21.0,15.0,3.0,2.0,56.52777777777778,,,,71.43
365,ID_2379,333519,250.0,300.0,4342,4.0,2.0,1.0,1.0,67.5,,,,50.0
366,ID_3841,333519,250.0,300.0,4253,13.0,10.0,0.0,,52.13333333333333,,,,76.92
367,ID_358,333519,250.0,300.0,8011,6.0,6.0,2.0,,51.66666666666666,,,,100.0
368,ID_4589,333519,250.0,300.0,68305,10.0,8.0,6.0,1.0,67.9,,,,80.0
369,ID_1489,333346,250.0,300.0,2007,6.0,6.0,0.0,2.0,57.5,,,,100.0
370,ID_1496,333519,250.0,300.0,20525,12.0,10.0,5.0,,45.875,,,,83.33
371,ID_683,333519,250.0,300.0,81839,29.0,25.0,12.0,2.0,63.17391304347826,,,,86.21
372,ID_554,333519,250.0,300.0,17420,9.0,8.0,3.0,,63.72727272727273,,,,88.89
373,ID_1718,333519,250.0,300.0,2178,9.0,6.0,3.0,,68.55555555555556,,,,66.67
374,ID_2882,333519,250.0,300.0,3355,2.0,1.0,0.0,,44.5,,,,50.0
375,ID_575,333519,250.0,300.0,5336,11.0,0.0,0.0,5.0,32.0,,,,0.0
376,ID_2834,333519,250.0,300.0,6579,1.0,1.0,0.0,,61.0,,,,100.0
377,ID_2889,333519,250.0,300.0,70153,206.0,188.0,49.0,6.0,62.25,,,,91.26
378,ID_953,333519,250.0,300.0,22425,41.0,28.0,10.0,2.0,59.44155844155844,,,,68.29
379,ID_3909,333519,250.0,300.0,19011,87.0,62.0,28.0,205.0,63.36082474226804,,,,71.26
380,ID_467,333519,250.0,300.0,4405,4.0,3.0,0.0,,58.66666666666666,,,,75.0
381,ID_4328,333519,250.0,300.0,7855,5.0,5.0,1.0,,63.0,,,,100.0
382,ID_636,333519,250.0,300.0,4151,8.0,8.0,4.0,1.0,51.8,,,,100.0
383,ID_1460,333519,250.0,300.0,2670,9.0,5.0,2.0,,56.0,,,,55.56
384,ID_581,333519,250.0,300.0,5249,3.0,2.0,1.0,2.0,54.0,,,,66.67
385,ID_3101,333519,250.0,300.0,8084,3.0,1.0,1.0,4.0,25.5,,,,33.33
386,ID_3470,333346,250.0,300.0,2458,4.0,4.0,0.0,,50.66666666666666,,,,100.0
387,ID_2703,333346,250.0,300.0,3022,4.0,4.0,1.0,,58.5,,,,100.0
388,ID_3041,333346,250.0,300.0,11605,25.0,22.0,10.0,1.0,68.70833333333333,,,,88.0
389,ID_740,333346,250.0,300.0,4105,2.0,2.0,0.0,,58.5,,,,100.0
390,ID_625,333519,250.0,300.0,5649,16.0,13.0,4.0,,60.77777777777778,,,,81.25
391,ID_351,333346,250.0,300.0,46567,22.0,21.0,10.0,5.0,46.708333333333336,,,,95.45
392,ID_2169,333519,,,2915,,,,,,,,,
393,ID_1641,333346,250.0,300.0,4862,18.0,16.0,3.0,1.0,66.3076923076923,,,,88.89
394,ID_3233,333346,250.0,300.0,200574,319.0,290.0,144.0,23.0,63.51442307692308,,,,90.91
395,ID_2095,333346,250.0,300.0,7727,2.0,1.0,1.0,5.0,59.0,,,,50.0
396,ID_4502,333519,,,3234,,,,,,,,,
397,ID_4262,333519,,,2742,,,,,,,,,
398,ID_2093,333346,250.0,300.0,9804,44.0,42.0,9.0,1.0,58.64102564102564,,,,95.45
399,ID_4302,333346,250.0,300.0,2339,3.0,3.0,1.0,,71.33333333333333,,,,100.0
400,ID_1782,333519,250.0,300.0,7562,9.0,6.0,2.0,1.0,37.77777777777778,,,,66.67
401,ID_411,333519,250.0,300.0,4008,13.0,0.0,0.0,32.0,50.5,,,,0.0
402,ID_3031,333346,250.0,300.0,13868,22.0,20.0,7.0,1.0,63.69565217391305,,,,90.91
403,ID_1754,333519,,,2877,,,,,,,,,
404,ID_2744,333519,250.0,300.0,18394,5.0,3.0,1.0,,49.0,,,,60.0
405,ID_917,333519,,,12223,,,,1.0,,,,,
406,ID_2388,333519,,,2038,,,,,,,,,
407,ID_2268,333519,250.0,300.0,12846,45.0,40.0,9.0,3.0,69.89690721649484,,,,88.89
408,ID_1199,333346,250.0,300.0,3172,2.0,1.0,0.0,,50.0,,,,50.0
409,ID_1382,333346,250.0,300.0,3483,6.0,1.0,0.0,1.0,38.42857142857143,,,,16.67
410,ID_1772,333519,250.0,300.0,533880,1866.0,1491.0,517.0,283.0,71.29099462365592,,,,79.9
411,ID_2860,333519,250.0,300.0,4029,4.0,2.0,1.0,,32.0,,,,50.0
412,ID_3709,333519,250.0,300.0,110116,74.0,61.0,19.0,9.0,55.71134020618557,,,,82.43
413,ID_4150,333346,250.0,300.0,314487,340.0,280.0,108.0,13.0,100.75975359342917,,,,82.35
414,ID_837,333346,,,4129,,,,,,,,,
415,ID_2999,333346,,,2113,,,,,,,,,
416,ID_413,333519,250.0,300.0,2306,4.0,3.0,1.0,,78.25,,,,75.0
417,ID_3491,333519,250.0,300.0,4075,17.0,3.0,0.0,16.0,44.0625,,,,17.65
418,ID_395,333519,250.0,300.0,2351,12.0,12.0,8.0,1.0,53.16666666666666,,,,100.0
419,ID_1274,333346,250.0,300.0,5745,12.0,11.0,5.0,1.0,56.46666666666667,,,,91.67
420,ID_667,333346,250.0,300.0,6834,6.0,2.0,0.0,2.0,33.666666666666664,,,,33.33
421,ID_2038,333346,250.0,300.0,2279,2.0,2.0,1.0,,56.0,,,,100.0
422,ID_3992,333519,250.0,300.0,4664,4.0,3.0,3.0,,58.333333333333336,,,,75.0
423,ID_785,333519,250.0,300.0,3913,17.0,13.0,6.0,,54.23076923076923,,,,76.47
424,ID_3355,333519,250.0,300.0,3902,3.0,2.0,0.0,1.0,58.0,,,,66.67
425,ID_4459,333519,250.0,300.0,8636,15.0,15.0,7.0,7.0,62.285714285714285,,,,100.0
426,ID_1364,333519,250.0,300.0,82373,66.0,48.0,21.0,25.0,69.46067415730337,,,,72.73
427,ID_2904,333519,250.0,300.0,2611,19.0,17.0,5.0,,56.46511627906977,,,,89.47
428,ID_1475,333519,250.0,300.0,53359,46.0,41.0,12.0,,68.35714285714286,,,,89.13
429,ID_3965,333519,250.0,300.0,10082,6.0,5.0,1.0,1.0,59.1,,,,83.33
430,ID_770,333519,250.0,300.0,22615,47.0,37.0,14.0,1.0,54.0,,,,78.72
431,ID_3650,333346,250.0,300.0,3751,9.0,4.0,0.0,1.0,54.1764705882353,,,,44.44
432,ID_4370,333346,250.0,300.0,15259,14.0,12.0,7.0,17.0,65.52941176470588,,,,85.71
433,ID_1139,333346,,,3032,,,,,,,,,
434,ID_1988,333346,,,2464,,,,1.0,,,,,
435,ID_1082,333346,250.0,300.0,12037,64.0,53.0,38.0,1.0,66.48192771084338,,,,82.81
436,ID_543,333519,,,5466,,,,,,,,,
437,ID_302,333519,,,4665,,,,,,,,,
438,ID_4510,333519,,,2946,,,,,,,,,
439,ID_4545,333519,,,2082,,,,,,,,,
440,ID_4172,333519,250.0,300.0,4162,29.0,27.0,10.0,1.0,63.0,,,,93.1
441,ID_3014,333346,250.0,300.0,2038,10.0,9.0,1.0,,69.9375,,,,90.0
442,ID_3351,333346,,,2367,,,,,,,,,
443,ID_3665,333519,250.0,300.0,7217,6.0,4.0,2.0,,69.125,,,,66.67
444,ID_3360,333519,250.0,300.0,43975,103.0,95.0,21.0,10.0,57.3469387755102,,,,92.23
445,ID_1898,333519,250.0,300.0,6614,2.0,2.0,0.0,2.0,59.5,,,,100.0
446,ID_3598,333519,250.0,300.0,3700,3.0,3.0,2.0,,54.2,,,,100.0
447,ID_2995,333519,250.0,300.0,69121,77.0,66.0,27.0,3.0,62.41258741258741,,,,85.71
448,ID_2426,333519,250.0,300.0,8035,1.0,0.0,0.0,,43.0,,,,0.0
449,ID_1374,333519,250.0,300.0,2433,1.0,1.0,1.0,,59.0,,,,100.0
450,ID_2532,333519,250.0,300.0,13196,3.0,3.0,1.0,,71.6,,,,100.0
451,ID_1125,333519,250.0,300.0,4331,13.0,11.0,4.0,2.0,58.2962962962963,,,,84.62
452,ID_2096,333519,250.0,300.0,8682,17.0,7.0,3.0,28.0,37.6,,,,41.18
453,ID_3810,333519,,,2989,,,,,,,,,
454,ID_3657,333346,,,2754,,,,,,,,,
455,ID_2692,333519,,,2361,,,,,,,,,
456,ID_3365,333519,250.0,300.0,3239,3.0,3.0,0.0,,68.0,,,,100.0
457,ID_2267,333519,250.0,300.0,3681,2.0,1.0,1.0,,10.0,,,,50.0
458,ID_1988,333519,250.0,300.0,4484,3.0,3.0,0.0,1.0,57.4,,,,100.0
459,ID_3689,333519,250.0,300.0,10832,6.0,4.0,2.0,2.0,87.66666666666667,,,,66.67
460,ID_996,333519,250.0,300.0,42367,85.0,69.0,23.0,8.0,71.0,,,,81.18
461,ID_4377,333519,250.0,300.0,7702,3.0,3.0,2.0,1.0,71.33333333333333,,,,100.0
462,ID_2949,333346,250.0,300.0,8578,6.0,4.0,2.0,,59.75,,,,66.67
463,ID_3225,333519,250.0,300.0,2313,4.0,3.0,1.0,,61.66666666666666,,,,75.0
464,ID_3419,333346,250.0,300.0,2584,8.0,7.0,1.0,,60.9,,,,87.5
465,ID_864,333346,250.0,300.0,4467,12.0,11.0,9.0,,57.333333333333336,,,,91.67
466,ID_3579,333346,250.0,300.0,5375,2.0,2.0,1.0,,59.0,,,,100.0
467,ID_552,333519,250.0,300.0,18823,18.0,18.0,8.0,2.0,56.86666666666667,,,,100.0
468,ID_1586,333519,250.0,300.0,2065,1.0,1.0,1.0,,51.0,,,,100.0
469,ID_4217,333519,250.0,300.0,5320,2.0,0.0,0.0,1.0,59.5,,,,0.0
470,ID_2552,333519,250.0,300.0,34559,37.0,28.0,7.0,4.0,74.0,,,,75.68
471,ID_2200,333519,250.0,300.0,11850,3.0,1.0,0.0,,58.66666666666666,,,,33.33
472,ID_2124,333519,250.0,300.0,5042,2.0,2.0,1.0,,45.0,,,,100.0
473,ID_2616,333519,250.0,300.0,6246,2.0,2.0,2.0,,59.5,,,,100.0
474,ID_3,333519,250.0,300.0,10946,11.0,10.0,3.0,2.0,50.53846153846154,,,,90.91
475,ID_1099,333519,250.0,300.0,2414,1.0,1.0,1.0,1.0,60.0,,,,100.0
476,ID_4153,333519,250.0,300.0,2331,3.0,2.0,1.0,,62.6,,,,66.67
477,ID_1141,333346,250.0,300.0,27758,48.0,39.0,8.0,,69.7560975609756,,,,81.25
478,ID_3434,333346,,,3695,,,,1.0,,,,,
479,ID_1922,333346,250.0,300.0,20553,29.0,16.0,7.0,3.0,64.65714285714286,,,,55.17
480,ID_4158,333346,250.0,300.0,6022,9.0,8.0,4.0,,56.76470588235294,,,,88.89
481,ID_4469,333346,250.0,300.0,5590,3.0,2.0,0.0,,55.8,,,,66.67
482,ID_2063,333346,250.0,300.0,3599,8.0,6.0,1.0,8.0,56.5,,,,75.0
483,ID_1296,333346,250.0,300.0,4861,7.0,5.0,1.0,,72.0,,,,71.43
484,ID_4370,333519,250.0,300.0,42714,24.0,13.0,3.0,140.0,74.275,,,,54.17
485,ID_4215,333519,250.0,300.0,2860,2.0,2.0,1.0,,57.5,,,,100.0
486,ID_1109,333519,250.0,300.0,431512,1101.0,950.0,364.0,49.0,74.76556776556777,,,,86.29
487,ID_3561,333519,250.0,300.0,316262,194.0,180.0,45.0,,65.26912181303116,,,,92.78
488,ID_4596,333519,250.0,300.0,3669,3.0,3.0,1.0,2.0,58.333333333333336,,,,100.0
489,ID_3133,333519,250.0,300.0,2010,25.0,22.0,8.0,,61.5945945945946,,,,88.0
490,ID_3018,333346,250.0,300.0,40588,340.0,14.0,10.0,18.0,32.857142857142854,,,,4.12
491,ID_952,333346,250.0,300.0,4760,4.0,2.0,1.0,1.0,59.75,,,,50.0
492,ID_1820,333519,,,2253,,,,,,,,,
493,ID_3773,333346,,,3142,,,,,,,,,
494,ID_2446,333519,250.0,300.0,3061,5.0,1.0,0.0,10.0,50.333333333333336,,,,20.0
495,ID_3988,333519,250.0,300.0,8522,30.0,28.0,19.0,1.0,68.77777777777777,,,,93.33
496,ID_1716,333519,250.0,300.0,828130,123.0,101.0,40.0,2.0,55.43518518518518,,,,82.11
497,ID_61,333519,250.0,300.0,33483,13.0,11.0,3.0,,53.142857142857146,,,,84.62
498,ID_3650,333519,250.0,300.0,37551,45.0,37.0,11.0,5.0,53.7319587628866,,,,82.22
499,ID_3896,333519,250.0,300.0,17934,5.0,5.0,4.0,,55.4,,,,100.0
500,ID_3483,333519,250.0,300.0,2555,2.0,2.0,0.0,,107.0,,,,100.0
501,ID_3520,333519,250.0,300.0,27184,11.0,8.0,8.0,2.0,55.61538461538461,,,,72.73
502,ID_4168,333519,250.0,300.0,10091,2.0,2.0,2.0,,41.5,,,,100.0
503,ID_4451,333519,250.0,300.0,3259,10.0,10.0,8.0,,61.0,,,,100.0
504,ID_3887,333519,250.0,300.0,2159,1.0,1.0,1.0,,59.0,,,,100.0
505,ID_4551,333519,250.0,300.0,3225,1.0,1.0,1.0,,3.0,,,,100.0
506,ID_927,333519,250.0,300.0,22195,41.0,38.0,13.0,4.0,62.98823529411764,,,,92.68
507,ID_3861,333519,250.0,300.0,4472,6.0,5.0,3.0,4.0,68.8,,,,83.33
508,ID_4481,333346,,,2823,,,,,,,,,
509,ID_2928,333519,,,4304,,,,,,,,,
510,ID_4236,333519,250.0,300.0,17761,12.0,12.0,8.0,9.0,69.42857142857143,,,,100.0
511,ID_357,333519,250.0,300.0,40087,40.0,36.0,12.0,12.0,59.8125,,,,90.0
512,ID_1154,333346,250.0,300.0,10473,16.0,14.0,10.0,3.0,64.8125,,,,87.5
513,ID_2203,333346,250.0,300.0,5825,7.0,5.0,2.0,,48.71428571428572,,,,71.43
514,ID_1619,333519,250.0,300.0,2264,6.0,6.0,3.0,,79.875,,,,100.0
515,ID_1138,333519,250.0,300.0,3159,5.0,5.0,2.0,1.0,58.71428571428572,,,,100.0
516,ID_4520,333519,250.0,300.0,6496,1.0,1.0,0.0,,59.0,,,,100.0
517,ID_4588,333519,250.0,300.0,3476,9.0,4.0,2.0,,63.30434782608695,,,,44.44
518,ID_3385,333519,,,4782,,,,2.0,,,,,
519,ID_3503,333346,,,2432,,,,,,,,,
520,ID_308,333519,,,4383,,,,,,,,,
521,ID_2033,333519,,,4895,,,,,,,,,
522,ID_247,333346,250.0,300.0,8680,5.0,3.0,0.0,,68.8,,,,60.0
523,ID_638,333346,250.0,300.0,2516,2.0,2.0,1.0,,58.0,,,,100.0
524,ID_3857,333346,250.0,300.0,37370,112.0,56.0,21.0,56.0,41.3015873015873,,,,50.0
525,ID_3932,333346,250.0,300.0,89014,224.0,190.0,65.0,27.0,64.59866220735786,,,,84.82
526,ID_2581,333519,250.0,300.0,4182,2.0,1.0,0.0,,91.5,,,,50.0
527,ID_3730,333519,250.0,300.0,12015,4.0,3.0,3.0,,74.75,,,,75.0
528,ID_2314,333519,250.0,300.0,55250,99.0,85.0,43.0,13.0,53.625,,,,85.86
529,ID_1110,333346,250.0,300.0,3064,4.0,4.0,1.0,,97.75,,,,100.0
530,ID_2792,333346,250.0,300.0,2489,2.0,2.0,0.0,3.0,35.5,,,,100.0
531,ID_3732,333519,250.0,300.0,3036,9.0,9.0,1.0,,69.6923076923077,,,,100.0
532,ID_2677,333519,250.0,300.0,9608,24.0,22.0,13.0,3.0,59.9,,,,91.67
533,ID_4376,333519,250.0,300.0,4780,13.0,8.0,4.0,3.0,28.26086956521739,,,,61.54
534,ID_4243,333346,250.0,300.0,8784,5.0,2.0,1.0,1.0,84.85714285714286,,,,40.0
535,ID_3653,333346,250.0,300.0,17286,87.0,72.0,29.0,4.0,91.45985401459852,,,,82.76
536,ID_299,333346,250.0,300.0,2396,9.0,7.0,4.0,,61.0,,,,77.78
537,ID_1406,333346,250.0,300.0,25119,111.0,97.0,46.0,17.0,65.24550898203593,,,,87.39
538,ID_3262,333346,250.0,300.0,5840,4.0,1.0,1.0,,84.0,,,,25.0
539,ID_3989,333519,250.0,300.0,4814,5.0,4.0,1.0,12.0,51.0,,,,80.0
540,ID_3370,333346,250.0,300.0,6875,1.0,0.0,0.0,,36.0,,,,0.0
541,ID_2453,333346,250.0,300.0,3338,1.0,0.0,0.0,,98.0,,,,0.0
542,ID_1850,333346,250.0,300.0,2183,3.0,2.0,2.0,,87.33333333333333,,,,66.67
543,ID_2481,333519,250.0,300.0,33361,77.0,70.0,23.0,2.0,58.80459770114943,,,,90.91
544,ID_1930,333519,250.0,300.0,24975,83.0,75.0,29.0,3.0,80.11851851851851,,,,90.36
545,ID_260,333519,250.0,300.0,4977,40.0,36.0,13.0,1.0,67.23913043478261,,,,90.0
546,ID_3314,333519,250.0,300.0,15679,8.0,5.0,1.0,3.0,66.28571428571429,,,,62.5
547,ID_4360,333519,250.0,300.0,2801,2.0,0.0,0.0,,38.0,,,,0.0
548,ID_3950,333519,250.0,300.0,5339,2.0,2.0,0.0,,55.5,,,,100.0
549,ID_1814,333519,250.0,300.0,59375,115.0,100.0,32.0,47.0,67.94047619047619,,,,86.96
550,ID_3585,333346,250.0,300.0,13524,9.0,9.0,8.0,,57.0,,,,100.0
551,ID_2888,333346,250.0,300.0,8032,19.0,16.0,8.0,,67.65217391304348,,,,84.21
552,ID_2956,333519,250.0,300.0,15665,36.0,34.0,12.0,2.0,73.34615384615384,,,,94.44
553,ID_1731,333519,250.0,300.0,12070,5.0,3.0,1.0,,71.85714285714286,,,,60.0
554,ID_2333,333519,250.0,300.0,8729,14.0,9.0,4.0,4.0,61.0,,,,64.29
555,ID_856,333519,,,2673,,,,6.0,,,,,
556,ID_3537,333519,250.0,300.0,4481,4.0,4.0,2.0,,103.5,,,,100.0
557,ID_605,333519,250.0,300.0,2399,1.0,1.0,0.0,,54.0,,,,100.0
558,ID_690,333519,250.0,300.0,5744,11.0,7.0,4.0,,95.125,,,,63.64
559,ID_318,333519,250.0,300.0,4032,1.0,1.0,0.0,,59.0,,,,100.0
560,ID_799,333519,250.0,300.0,30788,42.0,26.0,9.0,,62.859375,,,,61.9
561,ID_2802,333519,250.0,300.0,59748,6.0,3.0,0.0,8.0,52.0,,,,50.0
562,ID_2012,333519,250.0,300.0,8264,8.0,6.0,3.0,3.0,55.375,,,,75.0
563,ID_957,333519,250.0,300.0,3059,6.0,3.0,0.0,8.0,68.16666666666667,,,,50.0
564,ID_1326,333519,250.0,300.0,6077,7.0,5.0,0.0,1.0,63.23076923076923,,,,71.43
565,ID_202,333519,250.0,300.0,2626,10.0,9.0,2.0,,99.08333333333331,,,,90.0
566,ID_4292,333519,250.0,300.0,3207,1.0,1.0,0.0,3.0,52.0,,,,100.0
567,ID_2808,333346,250.0,300.0,9192,4.0,4.0,1.0,,30.166666666666668,,,,100.0
568,ID_2101,333346,250.0,300.0,2241,2.0,2.0,1.0,,58.5,,,,100.0
569,ID_3295,333346,250.0,300.0,13987,16.0,11.0,6.0,7.0,39.4375,,,,68.75
570,ID_4318,333346,250.0,300.0,5918,4.0,3.0,0.0,,64.0,,,,75.0
571,ID_4427,333346,250.0,300.0,4677,11.0,7.0,6.0,11.0,58.66666666666666,,,,63.64
572,ID_2878,333346,250.0,300.0,2085,5.0,4.0,1.0,,126.57142857142856,,,,80.0
573,ID_4274,333346,250.0,300.0,42571,22.0,16.0,8.0,9.0,66.16666666666667,,,,72.73
574,ID_3366,333346,250.0,300.0,7279,4.0,3.0,3.0,,59.5,,,,75.0
575,ID_2625,333346,250.0,300.0,2517,1.0,0.0,0.0,,54.0,,,,0.0
576,ID_120,333346,250.0,300.0,7452,12.0,12.0,11.0,1.0,71.27272727272727,,,,100.0
577,ID_1180,333346,250.0,300.0,2582,1.0,0.0,0.0,,49.0,,,,0.0
578,ID_1788,333346,250.0,300.0,2011,5.0,4.0,2.0,1.0,26.75,,,,80.0
579,ID_4405,333346,250.0,300.0,5615,3.0,3.0,3.0,,58.0,,,,100.0
580,ID_1399,333346,250.0,300.0,21796,10.0,9.0,3.0,5.0,55.785714285714285,,,,90.0
581,ID_1025,333519,250.0,300.0,8127,1.0,0.0,0.0,3.0,84.0,,,,0.0
582,ID_2892,333519,250.0,300.0,2384,4.0,4.0,3.0,2.0,47.333333333333336,,,,100.0
583,ID_72,333519,,,2528,,,,,,,,,
584,ID_4045,333519,250.0,300.0,3432,6.0,5.0,0.0,,96.66666666666669,,,,83.33
585,ID_4375,333519,250.0,300.0,3668,1.0,1.0,0.0,,60.0,,,,100.0
586,ID_2363,333519,250.0,300.0,7974,17.0,14.0,6.0,2.0,57.23809523809524,,,,82.35
587,ID_3704,333519,250.0,300.0,4692,12.0,11.0,6.0,,81.875,,,,91.67
588,ID_3224,333519,250.0,300.0,6247,30.0,30.0,10.0,3.0,57.41666666666666,,,,100.0
589,ID_1104,333519,250.0,300.0,2110,1.0,1.0,0.0,,59.0,,,,100.0
590,ID_2938,333519,250.0,300.0,5660,1.0,0.0,0.0,,60.0,,,,0.0
591,ID_1811,333519,250.0,300.0,18171,23.0,22.0,10.0,3.0,56.09756097560975,,,,95.65
592,ID_2492,333519,250.0,300.0,11091,19.0,16.0,10.0,,56.02777777777778,,,,84.21
593,ID_2913,333519,250.0,300.0,4166,2.0,0.0,0.0,,58.5,,,,0.0
594,ID_600,333519,250.0,300.0,2908,1.0,1.0,1.0,,49.0,,,,100.0
595,ID_4177,333519,250.0,300.0,4035,11.0,9.0,1.0,2.0,58.21052631578947,,,,81.82
596,ID_820,333519,250.0,300.0,31770,24.0,21.0,7.0,,57.40909090909091,,,,87.5
597,ID_1482,333519,250.0,300.0,10910,9.0,8.0,5.0,,59.44444444444444,,,,88.89
598,ID_4284,333346,250.0,300.0,4549,21.0,17.0,9.0,2.0,60.629629629629626,,,,80.95
599,ID_2396,333346,,,5566,1.0,1.0,0.0,,,,,,100.0
600,ID_1343,333519,250.0,300.0,4919,5.0,5.0,0.0,,68.71428571428571,,,,100.0
601,ID_3440,333519,250.0,300.0,21910,9.0,8.0,4.0,1.0,69.11111111111111,,,,88.89
