,domain,grid_id,webview_height,webview_width,displays,clicks,landed_clicks,non_bounced_clicks,closing_events,avg_last_second_framerate,sov_short_ttc,sov_short_ttc_global,sov_short_ttc_score,landing_rate
0,ID_1723,333519,,,3002,,,,,,,,,
1,ID_4561,333519,,,3329,,,,,,,,,
2,ID_845,333519,250.0,300.0,6942,1.0,1.0,1.0,,58.0,,,,100.0
3,ID_2567,333519,250.0,300.0,14450,9.0,7.0,4.0,,44.888888888888886,,,,77.78
4,ID_2595,333519,,,3095,,,,1.0,,,,,
5,ID_548,333519,,,4006,,,,,,,,,
6,ID_3177,333346,250.0,300.0,3571,1.0,1.0,0.0,,54.0,,,,100.0
7,ID_3497,333346,250.0,300.0,2006,2.0,1.0,0.0,2.0,59.5,,,,50.0
8,ID_4585,333519,250.0,300.0,11085,2.0,0.0,0.0,1.0,38.5,,,,0.0
9,ID_418,333519,250.0,300.0,47923,112.0,102.0,47.0,9.0,59.24,,,,91.07
10,ID_2651,333346,250.0,300.0,4025,9.0,9.0,7.0,,53.72727272727273,,,,100.0
11,ID_1542,333346,250.0,300.0,3300,4.0,2.0,1.0,,59.5,,,,50.0
12,ID_4440,333346,250.0,300.0,3574,4.0,4.0,0.0,,109.83333333333331,,,,100.0
13,ID_2479,333519,,,6173,,,,,,,,,
14,ID_3301,333519,250.0,300.0,15174,24.0,23.0,4.0,,79.4090909090909,,,,95.83
15,ID_2961,333346,250.0,300.0,2330,7.0,7.0,1.0,,59.23809523809524,,,,100.0
16,ID_582,333346,250.0,300.0,4041,3.0,2.0,0.0,13.0,35.666666666666664,,,,66.67
17,ID_3047,333346,250.0,300.0,3376,3.0,2.0,1.0,,64.0,,,,66.67
18,ID_3119,333519,250.0,300.0,3217,11.0,10.0,7.0,2.0,48.4,,,,90.91
19,ID_114,333519,250.0,300.0,291439,146.0,104.0,25.0,25.0,60.71634615384615,,,,71.23
20,ID_814,333519,250.0,300.0,4463,7.0,7.0,2.0,1.0,84.42857142857143,,,,100.0
21,ID_2255,333519,250.0,300.0,7341,2.0,0.0,0.0,,58.5,,,,0.0
22,ID_2356,333519,250.0,300.0,6565,11.0,10.0,2.0,2.0,72.25,,,,90.91
23,ID_427,333519,250.0,300.0,4494,11.0,10.0,2.0,,25.64,,,,90.91
24,ID_2047,333519,250.0,300.0,51983,73.0,62.0,36.0,6.0,63.09090909090909,,,,84.93
25,ID_871,333519,250.0,300.0,13005,12.0,10.0,3.0,,69.0,,,,83.33
26,ID_2751,333519,250.0,300.0,6411,6.0,6.0,3.0,,64.75,,,,100.0
27,ID_3962,333519,250.0,300.0,4606,3.0,3.0,2.0,,58.8,,,,100.0
28,ID_3633,333519,250.0,300.0,11666,6.0,6.0,2.0,1.0,55.25,,,,100.0
29,ID_536,333519,250.0,300.0,20697,20.0,20.0,11.0,1.0,69.28571428571429,,,,100.0
30,ID_2601,333519,250.0,300.0,2146,3.0,2.0,2.0,,45.2,,,,66.67
31,ID_4099,333519,250.0,300.0,2300,2.0,1.0,1.0,,59.0,,,,50.0
32,ID_1592,333519,250.0,300.0,2905,2.0,2.0,0.0,,59.0,,,,100.0
33,ID_4341,333519,250.0,300.0,4445,9.0,5.0,2.0,1.0,67.63636363636364,,,,55.56
34,ID_791,333346,250.0,300.0,64590,83.0,67.0,20.0,5.0,55.8125,,,,80.72
35,ID_3550,333346,250.0,300.0,4091,9.0,7.0,4.0,,70.33333333333333,,,,77.78
36,ID_2666,333346,250.0,300.0,3322,12.0,10.0,8.0,2.0,64.4375,,,,83.33
37,ID_2274,333346,250.0,300.0,5893,17.0,14.0,8.0,,35.608695652173914,,,,82.35
38,ID_2092,333346,250.0,300.0,3411,3.0,3.0,2.0,,117.66666666666669,,,,100.0
39,ID_1420,333346,250.0,300.0,4607,7.0,1.0,0.0,1.0,55.45454545454545,,,,14.29
40,ID_2542,333346,250.0,300.0,5407,2.0,1.0,0.0,2.0,62.0,,,,50.0
41,ID_190,333346,250.0,300.0,2502,3.0,2.0,2.0,,68.33333333333333,,,,66.67
42,ID_4002,333346,250.0,300.0,4255,31.0,21.0,9.0,26.0,49.0,,,,67.74
43,ID_1729,333346,250.0,300.0,17561,33.0,32.0,8.0,3.0,67.26666666666667,,,,96.97
44,ID_3145,333346,250.0,300.0,10921,19.0,17.0,11.0,19.0,69.19354838709677,,,,89.47
45,ID_2504,333346,250.0,300.0,29728,14.0,10.0,5.0,5.0,50.66666666666666,,,,71.43
46,ID_2704,333346,250.0,300.0,127854,100.0,76.0,31.0,15.0,60.9568345323741,,,,76.0
47,ID_1932,333346,250.0,300.0,3667,2.0,0.0,0.0,1.0,58.5,,,,0.0
48,ID_1288,333346,250.0,300.0,17716,30.0,24.0,12.0,1.0,57.3,,,,80.0
49,ID_4162,333519,,,2850,,,,1.0,,,,,
50,ID_3107,333519,250.0,300.0,2999,1.0,0.0,0.0,1.0,55.0,,,,0.0
51,ID_1042,333519,250.0,300.0,3394,4.0,3.0,1.0,2.0,79.0,,,,75.0
52,ID_3879,333346,250.0,300.0,6534,4.0,3.0,2.0,,57.75,,,,75.0
53,ID_2451,333346,250.0,300.0,2630,2.0,2.0,1.0,,86.5,,,,100.0
54,ID_2067,333346,,,3132,,,,,,,,,
55,ID_398,333519,250.0,300.0,5956,8.0,7.0,5.0,,64.7,,,,87.5
56,ID_1940,333519,250.0,300.0,32430,20.0,14.0,7.0,1.0,82.08823529411765,,,,70.0
57,ID_1904,333519,250.0,300.0,5910,2.0,1.0,1.0,,84.5,,,,50.0
58,ID_3309,333519,250.0,300.0,71611,50.0,42.0,13.0,6.0,47.27777777777778,,,,84.0
59,ID_465,333519,250.0,300.0,41542,23.0,18.0,7.0,1.0,60.0,,,,78.26
60,ID_3308,333519,250.0,300.0,71626,77.0,48.0,22.0,2.0,79.1086956521739,,,,62.34
61,ID_2480,333519,250.0,300.0,602691,1638.0,1440.0,543.0,66.0,63.29624753127057,,,,87.91
62,ID_4414,333346,,,2167,,,,,,,,,
63,ID_3797,333346,,,2112,,,,,,,,,
64,ID_3917,333519,,,3838,,,,,,,,,
65,ID_2646,333519,250.0,300.0,3007,4.0,4.0,1.0,,58.5,,,,100.0
66,ID_1663,333346,250.0,300.0,623570,1555.0,1299.0,703.0,39.0,75.54490690032858,,,,83.54
67,ID_3647,333519,,,2137,,,,,,,,,
68,ID_3996,333519,,,2693,,,,,,,,,
69,ID_897,333519,,,3042,,,,,,,,,
70,ID_933,333519,250.0,300.0,2701,14.0,12.0,3.0,2.0,54.4375,,,,85.71
71,ID_4144,333346,250.0,300.0,72911,64.0,52.0,27.0,5.0,67.53012048192771,,,,81.25
72,ID_982,333346,250.0,300.0,41733,96.0,77.0,29.0,58.0,58.22058823529412,,,,80.21
73,ID_3090,333519,250.0,300.0,2849,19.0,17.0,5.0,6.0,60.86046511627907,,,,89.47
74,ID_515,333346,250.0,300.0,5064,11.0,11.0,3.0,,58.8,,,,100.0
75,ID_2221,333519,250.0,300.0,14004,23.0,16.0,5.0,2.0,56.282051282051285,,,,69.57
76,ID_867,333519,250.0,300.0,7254,4.0,4.0,0.0,,30.25,,,,100.0
77,ID_3123,333346,250.0,300.0,6535,19.0,13.0,5.0,3.0,52.22222222222222,,,,68.42
78,ID_3494,333519,,,2303,,,,,,,,,
79,ID_2947,333519,250.0,300.0,3486,2.0,0.0,0.0,,49.0,,,,0.0
80,ID_1845,333519,250.0,300.0,10377,2.0,2.0,0.0,,56.5,,,,100.0
81,ID_3509,333519,250.0,300.0,7118,18.0,18.0,9.0,3.0,61.32142857142857,,,,100.0
82,ID_2922,333519,250.0,300.0,19354,1.0,1.0,0.0,,8.0,,,,100.0
83,ID_2206,333519,250.0,300.0,7715,6.0,6.0,1.0,,56.0,,,,100.0
84,ID_111,333346,250.0,300.0,13106,41.0,39.0,15.0,6.0,64.78461538461538,,,,95.12
85,ID_4026,333346,250.0,300.0,3679,7.0,3.0,1.0,,57.0,,,,42.86
86,ID_4121,333346,250.0,300.0,17107,55.0,48.0,23.0,4.0,64.74117647058823,,,,87.27
87,ID_950,333519,,,2036,,,,,,,,,
88,ID_702,333519,250.0,300.0,11263,12.0,5.0,3.0,4.0,65.28571428571429,,,,41.67
89,ID_4279,333519,250.0,300.0,11215,18.0,16.0,5.0,1.0,73.23076923076923,,,,88.89
90,ID_1977,333519,250.0,300.0,2255,5.0,5.0,1.0,,56.0,,,,100.0
91,ID_1168,333519,250.0,300.0,15365,80.0,33.0,8.0,14.0,63.9875,,,,41.25
92,ID_1855,333519,250.0,300.0,7552,19.0,18.0,7.0,2.0,48.8,,,,94.74
93,ID_62,333519,250.0,300.0,3032,12.0,10.0,5.0,,57.8,,,,83.33
94,ID_5,333346,250.0,300.0,39661,89.0,61.0,35.0,8.0,64.74561403508773,,,,68.54
95,ID_1751,333346,250.0,300.0,2155,4.0,4.0,3.0,,57.25,,,,100.0
96,ID_3200,333346,,,2143,,,,,,,,,
97,ID_3656,333519,250.0,300.0,2762,4.0,3.0,0.0,3.0,67.25,,,,75.0
98,ID_2253,333519,250.0,300.0,12299,4.0,4.0,1.0,,88.5,,,,100.0
99,ID_3539,333346,250.0,300.0,2452,3.0,2.0,1.0,1.0,37.66666666666666,,,,66.67
100,ID_1384,333519,250.0,300.0,6835,4.0,4.0,0.0,,21.75,,,,100.0
101,ID_1379,333519,250.0,300.0,2027,1.0,1.0,1.0,,64.0,,,,100.0
102,ID_528,333519,250.0,300.0,2611,4.0,4.0,1.0,,66.16666666666667,,,,100.0
103,ID_4259,333519,250.0,300.0,17510,30.0,28.0,9.0,,61.35294117647059,,,,93.33
104,ID_2811,333519,250.0,300.0,3113,1.0,1.0,1.0,,60.0,,,,100.0
105,ID_1139,333519,250.0,300.0,7704,3.0,3.0,1.0,,60.0,,,,100.0
106,ID_468,333519,250.0,300.0,14644,36.0,27.0,13.0,3.0,70.30508474576271,,,,75.0
107,ID_1422,333519,250.0,300.0,9266,21.0,5.0,0.0,71.0,70.11111111111111,,,,23.81
108,ID_1015,333519,250.0,300.0,12662,72.0,57.0,27.0,3.0,60.233160621761655,,,,79.17
109,ID_4152,333519,250.0,300.0,4039,2.0,1.0,0.0,1.0,62.0,,,,50.0
110,ID_3514,333519,250.0,300.0,3263,5.0,4.0,2.0,,57.2,,,,80.0
111,ID_452,333519,250.0,300.0,2227,3.0,1.0,0.0,3.0,67.33333333333333,,,,33.33
112,ID_365,333519,250.0,300.0,34909,85.0,77.0,34.0,5.0,63.37037037037037,,,,90.59
113,ID_841,333519,250.0,300.0,2118,5.0,5.0,0.0,,70.2,,,,100.0
114,ID_3465,333519,250.0,300.0,2164,2.0,1.0,0.0,,109.0,,,,50.0
115,ID_3846,333519,250.0,300.0,8830,8.0,7.0,3.0,1.0,61.1,,,,87.5
116,ID_1978,333519,250.0,300.0,7726,10.0,8.0,6.0,,44.35,,,,80.0
117,ID_2310,333346,250.0,300.0,2282,5.0,5.0,3.0,,58.25,,,,100.0
118,ID_3114,333519,,,3909,,,,,,,,,
119,ID_3423,333346,250.0,300.0,4708,3.0,3.0,1.0,2.0,73.33333333333333,,,,100.0
120,ID_2127,333519,,,2055,,,,,,,,,
121,ID_1259,333346,,,3746,,,,,,,,,
122,ID_1303,333346,,,6681,,,,,,,,,
123,ID_4403,333519,,,12988,,,,,,,,,
124,ID_1446,333346,250.0,300.0,2751,4.0,4.0,3.0,1.0,59.16666666666666,,,,100.0
125,ID_2881,333346,250.0,300.0,7586,1.0,1.0,1.0,8.0,59.0,,,,100.0
126,ID_1787,333346,250.0,300.0,11980,58.0,50.0,24.0,1.0,73.53763440860214,,,,86.21
127,ID_4237,333346,250.0,300.0,7665,7.0,4.0,1.0,,54.63636363636363,,,,57.14
128,ID_2079,333519,250.0,300.0,4146,2.0,2.0,2.0,,54.5,,,,100.0
129,ID_4300,333346,,,2013,,,,,,,,,
130,ID_374,333346,250.0,300.0,6537,13.0,10.0,3.0,3.0,59.588235294117645,,,,76.92
131,ID_2632,333346,,,2388,,,,2.0,,,,,
132,ID_1392,333519,250.0,300.0,5770,5.0,3.0,1.0,,79.85714285714286,,,,60.0
133,ID_1434,333519,250.0,300.0,43466,21.0,9.0,2.0,2.0,42.3448275862069,,,,42.86
134,ID_4029,333519,250.0,300.0,7343,8.0,5.0,3.0,1.0,62.2,,,,62.5
135,ID_1582,333519,250.0,300.0,26900,6.0,6.0,0.0,1.0,52.75,,,,100.0
136,ID_4013,333519,250.0,300.0,5333,7.0,6.0,4.0,,46.23076923076923,,,,85.71
137,ID_2383,333519,250.0,300.0,2151,8.0,6.0,2.0,11.0,40.625,,,,75.0
138,ID_2964,333519,250.0,300.0,2345,1.0,1.0,1.0,,60.0,,,,100.0
139,ID_3367,333519,250.0,300.0,33709,57.0,49.0,15.0,27.0,55.86407766990291,,,,85.96
140,ID_88,333346,250.0,300.0,7220,7.0,5.0,3.0,,77.77777777777777,,,,71.43
141,ID_3979,333346,250.0,300.0,2599,4.0,4.0,1.0,,82.5,,,,100.0
142,ID_1963,333346,250.0,300.0,717677,720.0,600.0,187.0,26.0,58.18723404255319,,,,83.33
143,ID_1170,333346,250.0,300.0,3094,9.0,6.0,2.0,12.0,66.0,,,,66.67
144,ID_117,333346,250.0,300.0,7067,4.0,4.0,3.0,,59.16666666666666,,,,100.0
145,ID_3455,333346,250.0,300.0,2231,8.0,6.0,2.0,,53.5,,,,75.0
146,ID_3457,333346,250.0,300.0,4345,12.0,9.0,9.0,,57.3125,,,,75.0
147,ID_2821,333346,250.0,300.0,4256,6.0,6.0,2.0,,27.2,,,,100.0
148,ID_1530,333346,250.0,300.0,4874,6.0,4.0,2.0,,115.33333333333331,,,,66.67
149,ID_1423,333519,250.0,300.0,9816,23.0,23.0,6.0,,75.84848484848484,,,,100.0
150,ID_1471,333346,250.0,300.0,35724,6.0,5.0,4.0,,54.285714285714285,,,,83.33
151,ID_3004,333346,250.0,300.0,21503,52.0,44.0,20.0,3.0,36.273809523809526,,,,84.62
152,ID_2544,333519,250.0,300.0,89007,428.0,346.0,134.0,24.0,68.94508670520231,,,,80.84
153,ID_577,333519,250.0,300.0,2627,9.0,9.0,1.0,1.0,63.19047619047619,,,,100.0
154,ID_748,333519,250.0,300.0,59691,50.0,47.0,17.0,13.0,58.01041666666666,,,,94.0
155,ID_134,333519,,,2893,,,,,,,,,
156,ID_3777,333346,250.0,300.0,37131,33.0,27.0,9.0,,87.2,,,,81.82
157,ID_4282,333346,250.0,300.0,19038,21.0,15.0,12.0,1.0,63.62162162162162,,,,71.43
158,ID_1865,333519,250.0,300.0,29987,3.0,3.0,1.0,1.0,52.0,,,,100.0
159,ID_2512,333519,250.0,300.0,2703,1.0,0.0,0.0,,60.0,,,,0.0
160,ID_929,333519,,,2020,,,,,,,,,
161,ID_2163,333346,250.0,300.0,6572,2.0,1.0,0.0,,39.5,,,,50.0
162,ID_3095,333519,250.0,300.0,5549,8.0,8.0,2.0,,37.1,,,,100.0
163,ID_1805,333519,250.0,300.0,5142,2.0,2.0,1.0,1.0,8.5,,,,100.0
164,ID_4425,333519,250.0,300.0,4908,32.0,29.0,11.0,2.0,59.94642857142857,,,,90.62
165,ID_3821,333519,250.0,300.0,6648,1.0,1.0,0.0,,56.0,,,,100.0
166,ID_1630,333519,250.0,300.0,22990,38.0,28.0,10.0,25.0,46.0,,,,73.68
167,ID_383,333346,250.0,300.0,2351,18.0,18.0,10.0,,66.5,,,,100.0
168,ID_3851,333346,250.0,300.0,5652,82.0,56.0,13.0,63.0,80.41322314049587,,,,68.29
169,ID_2729,333519,,,3476,,,,,,,,,
170,ID_444,333346,250.0,300.0,11241,25.0,22.0,9.0,8.0,55.51851851851852,,,,88.0
171,ID_788,333519,250.0,300.0,2347,12.0,7.0,3.0,,59.5,,,,58.33
172,ID_330,333519,250.0,300.0,2384,8.0,8.0,2.0,,85.72727272727273,,,,100.0
173,ID_1522,333519,250.0,300.0,11433,55.0,48.0,15.0,,66.50561797752809,,,,87.27
174,ID_2863,333346,250.0,300.0,221002,89.0,68.0,23.0,2.0,66.12121212121212,,,,76.4
175,ID_4089,333346,250.0,300.0,6608,7.0,7.0,2.0,7.0,79.0909090909091,,,,100.0
176,ID_297,333519,,,2265,,,,,,,,,
177,ID_1418,333346,250.0,300.0,15847,36.0,33.0,9.0,2.0,62.03389830508475,,,,91.67
178,ID_1981,333346,250.0,300.0,3334,2.0,1.0,1.0,,30.5,,,,50.0
179,ID_3570,333346,250.0,300.0,146312,133.0,118.0,40.0,26.0,57.31693989071038,,,,88.72
180,ID_1627,333346,250.0,300.0,3217,1.0,1.0,1.0,,59.0,,,,100.0
181,ID_3745,333519,250.0,300.0,22679,40.0,28.0,14.0,9.0,63.7,,,,70.0
182,ID_2288,333519,250.0,300.0,11348,1.0,0.0,0.0,,56.0,,,,0.0
183,ID_2048,333519,250.0,300.0,11419,16.0,9.0,3.0,2.0,57.851851851851855,,,,56.25
184,ID_2868,333519,250.0,300.0,4024,2.0,2.0,1.0,1.0,56.5,,,,100.0
185,ID_1297,333519,250.0,300.0,8718,1.0,1.0,1.0,,58.0,,,,100.0
186,ID_2725,333519,250.0,300.0,2119,1.0,1.0,1.0,,119.0,,,,100.0
187,ID_113,333519,250.0,300.0,4749,2.0,2.0,0.0,,44.0,,,,100.0
188,ID_2209,333519,250.0,300.0,7698,27.0,22.0,9.0,1.0,52.77358490566038,,,,81.48
189,ID_199,333346,,,26522,,,,,,,,,
190,ID_585,333519,,,3001,,,,,,,,,
191,ID_2334,333519,,,4669,,,,,,,,,
192,ID_1717,333519,250.0,300.0,2018,6.0,6.0,2.0,,80.125,,,,100.0
193,ID_3652,333519,250.0,300.0,23222,4.0,3.0,2.0,,51.5,,,,75.0
194,ID_3898,333519,250.0,300.0,7942,32.0,23.0,3.0,1.0,55.703125,,,,71.88
195,ID_1732,333519,250.0,300.0,2456,5.0,5.0,1.0,,116.23529411764706,,,,100.0
196,ID_3747,333519,250.0,300.0,2550,1.0,0.0,0.0,,4.0,,,,0.0
197,ID_4118,333519,250.0,300.0,10555,5.0,4.0,1.0,,51.27272727272727,,,,80.0
198,ID_3185,333519,250.0,300.0,5110,8.0,4.0,2.0,,73.0,,,,50.0
199,ID_36,333519,250.0,300.0,5837,9.0,9.0,1.0,2.0,69.05263157894737,,,,100.0
200,ID_282,333519,250.0,300.0,13152,13.0,10.0,5.0,2.0,50.266666666666666,,,,76.92
201,ID_442,333519,250.0,300.0,19697,15.0,12.0,6.0,,65.875,,,,80.0
202,ID_1278,333519,250.0,300.0,4309,7.0,6.0,2.0,,68.0,,,,85.71
203,ID_3854,333519,250.0,300.0,7189,5.0,5.0,0.0,3.0,59.0,,,,100.0
204,ID_2800,333346,250.0,300.0,314069,163.0,136.0,46.0,36.0,59.93193717277487,,,,83.44
205,ID_2332,333519,250.0,300.0,3365,9.0,8.0,6.0,,45.11111111111112,,,,88.89
206,ID_966,333346,250.0,300.0,14605,16.0,15.0,7.0,,55.71428571428572,,,,93.75
207,ID_1798,333346,250.0,300.0,13092,102.0,84.0,29.0,4.0,60.11538461538461,,,,82.35
208,ID_1948,333346,250.0,300.0,27331,20.0,19.0,5.0,4.0,55.25,,,,95.0
209,ID_2424,333519,,,2023,,,,,,,,,
210,ID_2448,333519,,,6702,,,,,,,,,
211,ID_3818,333519,,,2257,,,,,,,,,
212,ID_1012,333346,,,2627,,,,,,,,,
213,ID_1747,333346,250.0,300.0,9905,22.0,5.0,3.0,33.0,40.26086956521739,,,,22.73
214,ID_580,333346,250.0,300.0,28137,24.0,24.0,8.0,12.0,82.57692307692308,,,,100.0
215,ID_1365,333346,250.0,300.0,13371,36.0,32.0,9.0,1.0,60.18,,,,88.89
216,ID_2098,333519,250.0,300.0,2011,3.0,3.0,0.0,1.0,97.0,,,,100.0
217,ID_3026,333519,250.0,300.0,31712,45.0,36.0,10.0,2.0,54.21686746987952,,,,80.0
218,ID_3793,333519,250.0,300.0,2529,1.0,1.0,1.0,3.0,20.0,,,,100.0
219,ID_4136,333519,250.0,300.0,7242,1.0,0.0,0.0,,5.0,,,,0.0
220,ID_3702,333519,250.0,300.0,9959,3.0,2.0,1.0,1.0,21.33333333333333,,,,66.67
221,ID_2194,333346,250.0,300.0,14677,56.0,50.0,23.0,1.0,77.9390243902439,,,,89.29
222,ID_2329,333346,250.0,300.0,5532,7.0,5.0,1.0,,53.07692307692308,,,,71.43
223,ID_4276,333346,250.0,300.0,2695,2.0,2.0,1.0,,57.5,,,,100.0
224,ID_1021,333519,250.0,300.0,11081,4.0,4.0,0.0,,61.5,,,,100.0
225,ID_3864,333519,250.0,300.0,53239,11.0,11.0,4.0,5.0,65.9,,,,100.0
226,ID_2579,333519,250.0,300.0,8885,15.0,14.0,0.0,4.0,75.37777777777778,,,,93.33
227,ID_3983,333519,250.0,300.0,2386,1.0,1.0,1.0,,57.0,,,,100.0
228,ID_279,333346,250.0,300.0,2086,16.0,6.0,0.0,19.0,41.69565217391305,,,,37.5
229,ID_2620,333346,250.0,300.0,4356,8.0,6.0,2.0,,83.375,,,,75.0
230,ID_4557,333519,,,4567,,,,,,,,,
231,ID_1050,333519,250.0,300.0,6821,4.0,4.0,0.0,,58.66666666666666,,,,100.0
232,ID_1457,333519,250.0,300.0,2319,4.0,3.0,2.0,,56.25,,,,75.0
233,ID_3853,333519,,,9120,,,,,,,,,
234,ID_3896,333346,250.0,300.0,10535,9.0,8.0,3.0,,64.7,,,,88.89
235,ID_2124,333346,250.0,300.0,3773,9.0,8.0,1.0,1.0,67.0,,,,88.89
236,ID_3392,333346,250.0,300.0,4391,4.0,4.0,1.0,,70.25,,,,100.0
237,ID_96,333346,250.0,300.0,7377,2.0,2.0,2.0,1.0,29.0,,,,100.0
238,ID_3937,333346,250.0,300.0,6508,7.0,6.0,4.0,,54.57142857142857,,,,85.71
239,ID_3885,333346,250.0,300.0,3138,3.0,2.0,2.0,,42.0,,,,66.67
240,ID_2440,333519,250.0,300.0,2002,4.0,1.0,0.0,2.0,73.0,,,,25.0
241,ID_1484,333519,250.0,300.0,4347,10.0,10.0,9.0,,72.57142857142857,,,,100.0
242,ID_140,333519,250.0,300.0,12197,39.0,31.0,16.0,9.0,76.79245283018868,,,,79.49
243,ID_3466,333519,250.0,300.0,2363,3.0,2.0,0.0,,70.6,,,,66.67
244,ID_3588,333519,250.0,300.0,28043,36.0,31.0,12.0,2.0,61.58928571428572,,,,86.11
245,ID_1541,333519,250.0,300.0,8123,9.0,7.0,0.0,2.0,55.71428571428572,,,,77.78
246,ID_2781,333519,250.0,300.0,128230,39.0,26.0,14.0,7.0,49.833333333333336,,,,66.67
247,ID_1485,333519,250.0,300.0,5062,2.0,2.0,0.0,1.0,60.0,,,,100.0
248,ID_1355,333519,250.0,300.0,6729,9.0,6.0,1.0,1.0,37.22222222222222,,,,66.67
249,ID_2446,333346,250.0,300.0,2172,8.0,6.0,2.0,6.0,57.642857142857146,,,,75.0
250,ID_552,333346,250.0,300.0,4911,13.0,12.0,2.0,,58.06666666666667,,,,92.31
251,ID_2552,333346,250.0,300.0,12307,28.0,25.0,11.0,1.0,56.0,,,,89.29
252,ID_3520,333346,250.0,300.0,12446,2.0,2.0,0.0,1.0,65.5,,,,100.0
253,ID_2616,333346,250.0,300.0,3018,5.0,3.0,0.0,,66.5,,,,60.0
254,ID_2594,333346,250.0,300.0,2186,1.0,1.0,0.0,5.0,9.0,,,,100.0
255,ID_3155,333519,250.0,300.0,46837,160.0,127.0,43.0,5.0,58.12429378531073,,,,79.38
256,ID_3765,333519,250.0,300.0,4051,2.0,2.0,2.0,1.0,33.5,,,,100.0
257,ID_996,333346,250.0,300.0,7828,12.0,9.0,5.0,3.0,50.75,,,,75.0
258,ID_2567,333346,250.0,300.0,2877,4.0,4.0,2.0,,54.75,,,,100.0
259,ID_4480,333346,250.0,300.0,4774,7.0,6.0,4.0,,57.54545454545455,,,,85.71
260,ID_2396,333519,250.0,300.0,72125,64.0,59.0,39.0,6.0,62.47619047619048,,,,92.19
261,ID_3507,333519,250.0,300.0,2296,1.0,1.0,0.0,,60.0,,,,100.0
262,ID_3032,333519,250.0,300.0,5603,11.0,9.0,3.0,,68.07407407407408,,,,81.82
263,ID_1769,333519,250.0,300.0,2267,1.0,1.0,1.0,,85.0,,,,100.0
264,ID_4510,333346,,,2609,,,,,,,,,
265,ID_3371,333519,,,3320,,,,1.0,,,,,
266,ID_2559,333519,250.0,300.0,2888,12.0,9.0,6.0,,53.785714285714285,,,,75.0
267,ID_522,333519,250.0,300.0,15430,4.0,4.0,4.0,1.0,58.0,,,,100.0
268,ID_1679,333519,250.0,300.0,19933,16.0,12.0,6.0,5.0,59.9375,,,,75.0
269,ID_1441,333519,250.0,300.0,2421,4.0,3.0,0.0,,97.0,,,,75.0
270,ID_2096,333346,250.0,300.0,19774,126.0,53.0,22.0,276.0,65.93125,,,,42.06
271,ID_418,333346,250.0,300.0,12204,26.0,23.0,19.0,1.0,58.06666666666667,,,,88.46
272,ID_2237,333519,250.0,300.0,87921,131.0,106.0,44.0,16.0,60.270440251572325,,,,80.92
273,ID_3121,333519,250.0,300.0,326660,454.0,369.0,111.0,73.0,59.70839936608558,,,,81.28
274,ID_207,333346,,,3002,,,,,,,,,
275,ID_1267,333519,,,3176,,,,,,,,,
276,ID_2195,333519,250.0,300.0,3049,22.0,21.0,4.0,,57.61290322580645,,,,95.45
277,ID_2527,333519,250.0,300.0,3671,6.0,3.0,1.0,,55.5,,,,50.0
278,ID_4404,333519,250.0,300.0,2994,11.0,11.0,4.0,,56.42105263157895,,,,100.0
279,ID_1007,333519,250.0,300.0,2592,9.0,8.0,3.0,16.0,70.18181818181819,,,,88.89
280,ID_2778,333519,250.0,300.0,6798,6.0,5.0,3.0,2.0,63.5,,,,83.33
281,ID_4109,333519,250.0,300.0,4166,10.0,9.0,5.0,,59.3,,,,90.0
282,ID_3970,333519,,,3106,,,,1.0,,,,,
283,ID_4541,333346,,,2388,,,,,,,,,
284,ID_1912,333519,,,5219,,,,,,,,,
285,ID_3957,333519,250.0,300.0,23189,31.0,20.0,12.0,4.0,46.51219512195122,,,,64.52
286,ID_3670,333346,250.0,300.0,15172,10.0,8.0,5.0,2.0,54.888888888888886,,,,80.0
287,ID_508,333346,250.0,300.0,8669,43.0,40.0,15.0,,60.46875,,,,93.02
288,ID_3895,333346,250.0,300.0,4037,2.0,2.0,0.0,,59.0,,,,100.0
289,ID_4539,333519,250.0,300.0,15321,48.0,39.0,18.0,3.0,54.56976744186046,,,,81.25
290,ID_761,333519,,,2835,,,,,,,,,
291,ID_3482,333519,250.0,300.0,2086,2.0,2.0,1.0,,33.0,,,,100.0
292,ID_4027,333519,250.0,300.0,22576,4.0,4.0,1.0,4.0,51.16666666666666,,,,100.0
293,ID_2160,333519,250.0,300.0,5748,5.0,5.0,3.0,,58.0,,,,100.0
294,ID_3583,333519,250.0,300.0,4816,1.0,1.0,1.0,1.0,22.0,,,,100.0
295,ID_1914,333519,250.0,300.0,2462,2.0,2.0,0.0,,63.5,,,,100.0
296,ID_3433,333519,,,7484,,,,,,,,,
297,ID_753,333519,,,2603,,,,1.0,,,,,
298,ID_1543,333519,,,6236,,,,1.0,,,,,
299,ID_3844,333519,,,2069,,,,1.0,,,,,
300,ID_142,333519,250.0,300.0,3454,2.0,1.0,1.0,,73.0,,,,50.0
301,ID_1687,333519,250.0,300.0,4930,6.0,5.0,3.0,2.0,58.6,,,,83.33
302,ID_2737,333519,250.0,300.0,9019,4.0,4.0,1.0,1.0,48.75,,,,100.0
303,ID_3736,333346,250.0,300.0,3651,5.0,5.0,1.0,,95.0,,,,100.0
304,ID_665,333519,250.0,300.0,4962,3.0,2.0,0.0,,68.0,,,,66.67
